,precision,recall,f1-score,support
0,0.8441751700680272,0.673850330901069,0.7494573936019628,17679.0
1,0.6339977148660657,0.8195618281775663,0.7149350416950002,12187.0
accuracy,0.7333087792138218,0.7333087792138218,0.7333087792138218,0.7333087792138218
macro avg,0.7390864424670465,0.7467060795393177,0.7321962176484815,29866.0
weighted avg,0.7584110018986605,0.7333087792138218,0.7353703413455458,29866.0
