,precision,recall,f1-score,support
0,0.8030219564019832,0.577181967305843,0.671625090502205,17679.0
1,0.5643685529459759,0.7946172150652334,0.6599877325700266,12187.0
accuracy,0.66590772115449,0.66590772115449,0.66590772115449,0.66590772115449
macro avg,0.6836952546739795,0.6858995911855382,0.6658064115361157,29866.0
weighted avg,0.7056380071647783,0.66590772115449,0.6668763969670995,29866.0
