,precision,recall,f1-score,support
0,0.7359386124515466,0.5262175462413032,0.6136543535620053,17679.0
1,0.5137300435413643,0.726101583654714,0.6017271861825105,12187.0
accuracy,0.6077814236924931,0.6077814236924931,0.6077814236924931,0.6077814236924931
macro avg,0.6248343279964554,0.6261595649480086,0.6076907698722579,29866.0
weighted avg,0.645265076346665,0.6077814236924931,0.6087874015478787,29866.0
