,precision,recall,f1-score,support
0,0.7295194508009153,0.4508173539227332,0.5572647182212278,17679.0
1,0.48740826777889235,0.7575285139903175,0.5931637111282446,12187.0
accuracy,0.5759726779615616,0.5759726779615616,0.5759726779615616,0.5759726779615616
macro avg,0.6084638592899039,0.6041729339565254,0.5752142146747362,29866.0
weighted avg,0.6307245339225453,0.5759726779615616,0.5719135170747004,29866.0
